127.0.0.1 - - [23/May/2022:09:52:21 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:13:54:55 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:54:55 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:13:55:41 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:55:41 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:13:55:43 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:55:43 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:55:43 +0900] "GET /index.jsp HTTP/1.1" 200 2324
127.0.0.1 - - [23/May/2022:13:56:04 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:05 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:05 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:05 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:08 +0900] "POST /loginProc.mem HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:08 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:08 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:09 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:09 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:09 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:11 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11535
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:11 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:11 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:30 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11534
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:30 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:56:30 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:13:57:35 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11526
0:0:0:0:0:0:0:1 - - [23/May/2022:13:57:36 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:57:36 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:13:57:54 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11524
0:0:0:0:0:0:0:1 - - [23/May/2022:13:57:54 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:13:57:54 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:20 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:20 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:23 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:23 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:23 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:24 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:25 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:25 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:29 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:29 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:30 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:30 +0900] "POST /loginProc.mem HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:31 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:31 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:32 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:32 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:32 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:33 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11575
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:33 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:11:33 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:12:34 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11562
0:0:0:0:0:0:0:1 - - [23/May/2022:14:12:35 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:12:35 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:13:53 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 11551
0:0:0:0:0:0:0:1 - - [23/May/2022:14:13:53 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:13:53 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:14:43 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 10900
0:0:0:0:0:0:0:1 - - [23/May/2022:14:14:43 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:14:43 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:14:47 +0900] "POST /write.re HTTP/1.1" 200 1046
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:03 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 12285
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:03 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:03 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:09 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 12285
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:09 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:09 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:12 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 12285
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:12 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:12 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:15 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 12284
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:15 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:17:15 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:18:10 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 12285
0:0:0:0:0:0:0:1 - - [23/May/2022:14:18:10 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:18:10 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:19:03 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 12286
0:0:0:0:0:0:0:1 - - [23/May/2022:14:19:03 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:19:03 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:22:39 +0900] "POST /write.re HTTP/1.1" 200 1194
0:0:0:0:0:0:0:1 - - [23/May/2022:14:24:22 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 13007
0:0:0:0:0:0:0:1 - - [23/May/2022:14:24:22 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:24:22 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:34:54 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 13016
0:0:0:0:0:0:0:1 - - [23/May/2022:14:34:54 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:34:55 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:34:57 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:06 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16018
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:06 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:06 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:09 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:20 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16018
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:20 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:20 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:21 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16018
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:21 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:21 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:49 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16051
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:49 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:43:49 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:22 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16164
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:22 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:22 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:45 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16164
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:45 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:45 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:45:47 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
127.0.0.1 - - [23/May/2022:14:46:18 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:21 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:21 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:21 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:24 +0900] "POST /loginProc.mem HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:24 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:24 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:30 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:30 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:30 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:32 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16164
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:32 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:32 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:46:34 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:42 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16164
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:43 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:43 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:50 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:50 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:50 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:52 +0900] "POST /loginProc.mem HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:52 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:52 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:54 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:54 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:54 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:56 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16164
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:56 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:56 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:47:58 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:49:58 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:50:12 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16160
0:0:0:0:0:0:0:1 - - [23/May/2022:14:50:12 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:50:12 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:50:14 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:51:29 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16156
0:0:0:0:0:0:0:1 - - [23/May/2022:14:51:30 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:51:30 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:51:31 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:26 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:26 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:26 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:28 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:28 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:28 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:29 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:30 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:30 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:31 +0900] "POST /loginProc.mem HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:31 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:31 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:32 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:33 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:33 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:34 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16170
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:35 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:35 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:37 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16170
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:38 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:38 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:48 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16172
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:48 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:48 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:52:50 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:53:39 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16192
0:0:0:0:0:0:0:1 - - [23/May/2022:14:53:39 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:53:39 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:53:41 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:53:47 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:14:56:01 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 16457
0:0:0:0:0:0:0:1 - - [23/May/2022:14:56:01 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:56:01 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:56:10 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:56:10 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:58:40 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:14:58:40 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:58:40 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:14:58:42 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 30731
0:0:0:0:0:0:0:1 - - [23/May/2022:14:58:42 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:14:58:42 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:04 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 30969
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:05 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:05 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:19 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 30968
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:19 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:19 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:29 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 30970
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:29 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:01:29 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:02:01 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 30970
0:0:0:0:0:0:0:1 - - [23/May/2022:15:02:01 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:02:01 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:02:34 +0900] "GET /detailView.bo?seq_board=8 HTTP/1.1" 200 30971
0:0:0:0:0:0:0:1 - - [23/May/2022:15:02:34 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:02:34 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:04:37 +0900] "POST /write.re HTTP/1.1" 200 3272
0:0:0:0:0:0:0:1 - - [23/May/2022:15:04:38 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:15:05:27 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:15:05:41 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
127.0.0.1 - - [23/May/2022:15:06:31 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:35 +0900] "GET / HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:35 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:35 +0900] "GET /index.jsp HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:38 +0900] "POST /loginProc.mem HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:38 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:38 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:39 +0900] "GET /board.bo HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:39 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:39 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:41 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 17338
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:42 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:42 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:06:50 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:15:08:17 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 17338
0:0:0:0:0:0:0:1 - - [23/May/2022:15:08:17 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:08:17 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:08:20 +0900] "POST /deleteProc.re HTTP/1.1" 500 1376
0:0:0:0:0:0:0:1 - - [23/May/2022:15:09:25 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 17266
0:0:0:0:0:0:0:1 - - [23/May/2022:15:09:25 +0900] "GET /favicon.ico HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/May/2022:15:09:25 +0900] "GET /index.jsp HTTP/1.1" 200 4025
0:0:0:0:0:0:0:1 - - [23/May/2022:15:09:55 +0900] "GET /detailView.bo?seq_board=7 HTTP/1.1" 200 17338
